text,label
these seeds have the perfect amount of salt and crispiness  truly taste like pumpkin seeds you would bake yourself huge step up compared to the typical bleached  too salty seeds that others sell  i definitely recommend this brand ,confident
well  that says it all   add some to anything as a thickener   tiny bit - works wonders   fast delivery from family run farm store  nice folks  - average pricing ,confident
we have celiac disease and make most of our foods from scratch   this product can be very difficult to find in the average store   super fast shipping   i never run out,confident
i do not often give my daughter packaged baby food  just in emergencies   i let her try this and she loved it   i will probably try other sprout varieties as well ,confident
i love this tea - it is organic  it goes nicely with either milk  i use almond milk  or with lemon   honey  it has a very pleasant sweet fruity floral flavor ,confident
no problems  delivered promptly       but i wish i could have the equivalent in bulk  to save money  as i am an avid user of decaffeinated green tea and this habit runs into money ,confident
i absolutely love fodarific  this is the third one i have bought and i will continue to buy  it taste really good  and is so easy to work with definitely worth the money  thanks,confident
perfect for my 13 week old lab who wants to chew on everything   takes her quite a bit to get thru these which is why i bought the large size treat   healthy  cleans her teeth   highly recommend,confident
i have two small doggies and they both love this food  i love all the benefits of the nutrition they get from it  this is a highly recommended diet for any dog  dmtj w  warwick  ri,confident
this is the best and i have tried them all   my least fave is green mountain  bitter   7 oz  is my perfect blend  i always add about 10 mini freeze-dried marshmallows    yummy,confident
i agree with the other one-star reviews  it has a strange flavor unlike chocolate and more like chemicals  it is watery  i will try a different brand of hot chocolate or just use my personal k cup to put in my own hot chocolate mixes ,confident
i use splenda packets every single day  love this product as it is calorie free and easy to use  also diabetic friendly  i watch for it to go on sale a lot as we use a lot,confident
our dog loves this food the bite size pieces are pretty small but that works out well for him because he does not really chew the food   he pretty much just swallows it whole  great buy ,confident
my picky cat loves wellness cat food  he will eat the pouches but he prefers the can style cat food  however  either one will work   my cat digs wellness cat food ,confident
delicious and super easy  made it for guests and they thought i was a genius  definitely worth trying out  plus  its fair trade and organic if you do want to give away your secret  ,confident
love itlove itlove itlove it great gift for any foodie or anyone who is looking to cut back on other condiments  we use it on almost everything  plus the croc it comes in looks very nice  good value  yummy stuff ,confident
very pleased with my jif extra crunchy peanut butter   this is great for baking peanut butter cookies   there are so many crisp and fresh peanuts in every cookie   my family just loves baking day ,confident
cant even tell this was gluten free a must buy moist and delicious  and dosent crumble like most glutenn free mixes  u can even add stuff to this mix for more flavor  great mix good job bobs red mil,confident
i was at my friend is house in syracuse  i bought these crackers in wegmans  i loved them  but hannaford at home does not have them so ordered from amazon  now all my friends love em too,confident
came on time and is perfect  i miss the box but these are still cute   highly recommend for classroom or even office usage  i will probably order this again next year as well ,confident
my 8 month old loves these yogurt melts   they are super easy to dissolve and taste amazing   the fact that they are organic and support project peanut butter in africa is a plus ,confident
my son started eating these at 12 months  he is now 18 months and still loves them they are healthy and i feel good about giving them to him  i would say this is his favorite snack - always cheers him up,confident
they are a lot tinier than the gerber ones  but they are also healthier  my son loves both  and i am happy i found them for a relatively good price  do subscribe and save if possible  ,confident
i love the mcdougall food products  but this one did not quite measure up  it has an aftertaste that i did not enjoy  if you can find a single container to try first  i would recommend doing that ,confident
really enjoyed orange slices in the past   have not had in a long time and this purchase did not disappoint   fantastic price of $7 57 w free shipping  slices very fresh    simply stated - extremely pleased ,confident
healthy excellant taste  i am sure kids would love it also;my 9 year old grandson does  so much better for you than other cereals;more protein and fiber  great deal next to the grocery store ,confident
having owned a coffee  retail  business for 14 years  i found the altura organic san francisco blend to be one of the best packaged blends i have ever tasted   rich deep flavor showing that this company understands   highly recommended ,confident
i love my vita coconut water it is wonderful i use it in my smoothies and in other recipes everyday  great stuff when you live too far from a grocery store to get fresh coconuts  this is the best alternative ,confident
i got the savory chicken flavor for our dog  and he totally loves it  he will perform any trick just to get some licks  it is easy to use and there is no mess  great idea for a product i plan to buy more,confident
i got this for the mc diet  until i found out about private family owned companies that also provide a home made product  that is recommeneded  but if your just getting started you can start with this but fyi it wont be enough,confident
real-man-of-genius provides excellent and timely support for his kefir grains  i just received mine and had a question which i posted late last night   this morning to my suprise the answer arrived   i look forward to making my kefir ,confident
these kefir grains were very much alive when they arrived  about 1 2 tsp  still moist   after 3 feedings   they grew  and grew  i have had other grains that have died off  highly recommend,confident
if amazon does not smash it with their lame packing ideas  this is good stuff   if you would rather support some good american olive growers  look up bari in california  i alternate between them both ,confident
we have used several olive oils  this one is very nice  i stopped my automatic delivery when the price was automatically increased  anyone that i have given this to as a gift  also enjoyed it ,confident
high quality  organic extra virgin olive oil with a great rich taste at a great price  nothing more nothing less   i recommend the product to all who enjoy olive oil with the added benefit of organics ,confident
i did a lot of research looking for the best value vs  quality balance  and this is what i found   it truly does compare ingredient-wise to much pricier brands  and my cairn terrier loves it ,confident
we purchased a keurig for our daughter to use at college   she loves these coffee flavors which we got thru amazon com   good quality  good taste and shipped quickly   hightly recommend ,confident
my two golden retrievers loved these -- and they kept them busy longer than other chews   a bit expensive  so they will not get them often  but they will get them again ,confident
can not find this great soup mix anywhere in the nashville area at any store  so glad amazon has it and i will buy it again highly recommended a wonderful mix you just add meat to if that is your desire ,confident
thoughts of great soup on cold days went out the window when we could no longer find this product in our stores   we tried others  and nothing compared   as always  amazon comes through and we are happy campers again ,confident
the subscribe & save service is good  the product was delivered as required and actually did save me money the coffee is great and has a good full bodied taste  delicious and keeps me wide awake while working ,confident
my husband and son love this coffee   great value    and the free shipping really helps too    have used other san fransico products and they are all awesome   ,confident
much less plastic for the environment - way to go   finally   just imagine all the plastic cups from everones coffee floating around  i will report back once tasted    the reviews look great  im game ,confident
i have become a coffee snob  i love san francisco bay fog chaser  i will probably never buy any thing else  the subscribe and save option on amazon is fantastic  i never have to worry about running out ever again ,confident
have been getting this coffee for several months and very much like their bold flavor in comparison to others i have tried  keep it air tight after opening is not a big deal  great coffee,confident
tastes great and cheaper   looks a little different but it is a nice clean design  pods work very well and fit well also  have several friends and relatives on the product now and they are very pleased also    love it,confident
love these k-cups  bold flavor similar to jet fuel or big easy with less of a french roast flavor   i can actually get a 12 oz  cup and still have good flavor ,confident
hands down  this coffee is the best k-cup compatible product available    filter system is superior to k-cup  much of the natural coffee oils actually make it into your cup       highly recommend - subscribe and save a +,confident
great bold taste and aroma   i would recommend to coffee drinkers who enjoy a strong cup of coffee  tha pods are greener  in packaging   good job san francisco  bay co  fairly priced ,confident
this was by far my daughters favorite earth is best breakfast   it is nice that it contains organic fruit and whole grains   plus the prices on amazon can not be beat  especially with subscribe and save,confident
fast delivery by amazon   i have always liked keebler products and think these are good  i use them for a quick easy feed  my dog also likes them and recommends them to other dogs ,confident
brain wash  as well as all the other skeleteen drinks  are mind-bogglingly nostalgic from the first sip from what i can tell  this company is no longer in production  i highly recommend trying this amazing soda before it is too late,confident
pretty much the title says it  might try celebrations or roses next year - we did all those when we lived there     i believe this was the most economical when i looked this year ,confident
i love fizzies  and find them best  when broken into three or four pieces  then i put one piece in a glass of regular soda pop  which makes it fizzier it is all about the fizz,confident
if you want a true jalapeno taste look no futher we love these can use them in so many ways we have opened a can and even put them on subs and sanwiches i also used the in making spanish chicken and beef dishes will buy again,confident
these lil pepperoni sticks go quick for they taste great  bet ya can not eat just one choo choo r snacks has the best customer service i have ever had the pleasure in dealing with also,confident
if you want a great tasting  non-greasy beef stick  choose buffalo bills short shots   but if you want an orange grease filled  life shortening  mystery meat stick  choose slim jims ,confident
my mom has been drinking this tea for years   was paying way too much   since i found this on amazon she is thrilled  super fast delivery  i hope to continue ordering   thanks   great seller,confident
these are amazingly yummy there are good balances of chocolate and peanut butter and of chewy and crunchy   and all that and not that bad and maybe even sort of good for you   great job,confident
this deal is the best deal i can find for this name of pasta   i am trying gluten free  and this fits easily into the budget   taste great or better than regular  wheat  pasta ,confident
this pasta is delicious  the best i have ever eaten and i highly recommend it   i would like to see amazon stock all the different types of pasta that this company makes   i would order some of all ,confident
excellent  this is not the first time purchased   love to add it to many types of foods dishes   many of our friends also like it; in fact  we buy extra bottles so that we can pass them out to our friends,confident
this is the best all around seasoning ever  no msg and lots of flavor  we use it on fish  chicken  salads vegetables  dressings  eggs    almost everything  it adds great seasoning to your recipes ,confident
wow just open a packet and put it in cold or hot water  tastes great  nice and honey sweet  but you have got to have a taste for ginger  do not know any other product like it  thanks alex  for recommending,confident
similac travel bottles are an excellent  convenient way to travel with your child without the worry of keeping your formula fresh and ready for use  just undo screw on top  replace with a nipple and ready  at room temperature  to use ,confident
acai is one of the hot new flavors  i saw it on oprah that acai helps with weight loss but did not want to by those expensive products  i was glad to see it here ,confident
i tried this brand because i read that they were one of the best   they were good  but nothing special   not worth the money in my book  i will stick with bumblebee brand ,confident
very fresh garbanzo beans  soaked only for couple hours  boiled for 1 hr - that is how fresh they are  clean and fresh  did not have such a good quality for long time thanks a lot,confident
this product was purchased for burnishing wood projects  it is 100% elk rack which is what i needed  if it had been fake  i wouldnt have been able to use it   arrived within 2 days using first class mail ,confident
this is such a delicious snack costco carries a big bag of it which is a little more cost effective but these smaller bags that amazon carries are more convenient  my family thoroughly enjoyed this and will definitely buy more again ,confident
these crackers are hard to find in stores  at least where i live  they are salty  but taste very good  they are small  so they would not work too well as a canape base  they would be good for dips  though ,confident
real food toppers is truly a quality product with an extremely small amount of hard  unusable pieces  i am pleased with this purchase and so are my cats  i will continue buying this product for my finicky kitties  thanks for money well spent ,confident
the best micro popcorn by far   totally unhealthy  what with that buttery packet and all  but worth every bite  as close to movies theater popcorn as you can get without leaving your house ,confident
love it a pleasant soothing cup of tea   always order this tea at our favorite indian restaurant   now we can have it at home whenever we like  plenty of recipes for making it as they do in restaurants  enjoy,confident
i really love the good earth tea  too  and have it every day   but until they changed the formula a few years ago  i could get 2 good cups of tea from one teabag  and now it only makes one ,confident
regular oreos are good but the golden ones are way better  first you do not have that embarrassing dark pieces stuck between your teeth like regular oreos  and the golden just have a better flavor ,confident
our aussie loves nylabones more than anything else  she usually gets the bigger bones  but i gave this one a go and she just carries it around with her everywhere she goes  it is quite funny and very cute  i highly recommend this item,confident
these are great if you have a pug  spanky is 5 now and he has always had one  he just loves to spend time chewing his little dinosaur  plus it really helps him keep with teeth clean  highly remomeneded to pug owners ,confident
my son loves earth is best baby food  he gobbles it down like it is candy  the consistency of the food is usually pretty good  with the dinner meals being more thick ,confident
only one problem  they arrived  packaging was not the best  and they were stale  still love them  but wish i could get a reliable souce of this product on a regular basis and have them fresh ,confident
excellent product  very tasty  highly recommended by people who are on the nutrisystem program   makes up very fast and you can freeze servings for future use   five star rating  m,confident
these mini-bags are great if you are watching your weight - each bag contains 3 cups of low-fat popcorn - counts as 1 weight watcher point   great for an afternoon or evening snack   watch it closely while popping because it will burn easily ,confident
20 tea bags dropped in one gallon of 100% pure aloe vera natural juice with every meal  snacks also   do not cheat tastes bitter but works  helps with those hard to lose extra pounds  i saw results after two weeks ,confident
we have tried chai at a number of venues as well as buying various brands to try at home  this is the hands down winner - and company always agrees  cannot recommend this product more ,confident
my dogs just love these and the chews are safe for them  their breath benefits from the mint and their dental exams show much less plaque   i must keep bags on hand; they expect them ,confident
our poodle gets one every evening as a special treat  he loves them  i always keep a good supply on hand  it is not only a treat  but it helps clean their teeth ,confident
my dog loves these treats   they really help to keep her teeth clean in between brushing  they also help her breath stay fresh and works well as a reward when she is good ,confident
this is excellent honey with a delicate flavor suited to many uses   i like it in hot tea or simply drizzled on fruit or cereal   it definitely beats the usual products from most grocery stores ,confident
this pasta is awesome  it has great texture and flavor  there is no difference between this pasta or wheat pasta   i highly recommend this to anyone who loves pasta whether it is gluten free or not ,confident
was excited to try based on reviews   no matter how much oil and stirring this is stickly and mushy and is nothing like the real pasta consistancy   do not waste your time and money on this product ,confident
extremely pleased with product quality and quantity great deal wonderful customer service from seller; promptly replaced lost item when contacted  5 star seller will be back for more dried mushrooms in the near future  thanks for a smooth transaction ,confident
very lovely flowers  great idea for a wedding shower      champagne with a hibiscus flower  could be used for any special occasion   would definitely buy this product again ,confident
in getting ready for christmas  i find that this is a great way to start and get my dates in larger quantities  with a great price and free shipping  dates are fresh and chopped just the way i wanted ,confident
thought we had good steaks where i live  but these are superior  would definitely buy them again  well-packaged  great tasting product  exactly what i thought i would get  i did get   this company is famous for a reason ,confident
this is my absolute favorite coffee and brown & jenkins does it right rich  full-bodied  smooth   a pleasure to brew every morning  and i am happy to support a great small business who gives so much back to their local vermont community ,confident
my husband absolutely loves his haribo gummi bears   no other brand will do   these always arrive fresh and quickly from amazon  and are a far better value per bag then any other store in our area   i highly recommend this product ,confident
i have always loved silver shred marmalade   so grateful i can find it on amazon   thanks for your great service   i am able to find products i can not get anywhere else ,confident
my 10-month-old loves these and my 3 yr old even sneaks bites from them they both think they are really tasty  and i feel good feeding them an organic product  i would definitely buy these again ,confident
my son loves these   they are very tasty  yes i tried it  and i love that they are organic and have some veggies as well as fruit in the easy to use smoothie,confident
i would love to only feed my baby homemade baby food  but since that is not an option  due to time constraints  i love using the happybaby brand at least i know it is healthy,confident
i love happybaby  happyfamily products and all the company stands for   squeeze packs are great and all the rage  but these kind are usda organic  bpa free  and have some better flavor combos  content and options then some other leading brands ,confident
wild turkey boubon sauce is the best   i first had this in kentucky and i will not use any other sauce since i have had this   i recommend everyone using this amazing sauce,confident
i enjoy trying different kinds of k-cups  so this variety pack was perfect for me   not only were the coffees great  i also enjoyed trying the teas   the lemon drink though  i will save for adventurous guests ,confident
better than that stuff you get at the health food store   not sure why it is so better but it is  these 3 flavors go together really well  getting compliments on everything i make  going to buy more from red monkey soon ,confident
great variety   did not have to go out searching and got all the flavors i was looking for at a great price   my daughter is very happy with her easy and inexpensive summer treat ,confident
everyone is tastes are different  but this is my absolute favorite olive oil  it has complexity  and has this incredible long smooth finish  i pour it over heirloom tomatos  or grilled asparagus  or just dip good bread into it,confident
i think this is better than starbucks coffee  the best part is the freshness that you get from each cup that you make  love it and have it at least twice a day  so lets have a cup,confident
this product  tastes good  smells good and is stable in high temp for frying  it is organic and may possess several health benefits  the price is right at amazon  shipment and delivery is quite fast  highly recommended ,confident
we like organic coconut oil for some cooking uses  and i like being able to get it from amazon  subscribe & save  rather than a separate site with separate shipping & handling  it is a good value and a good product ,confident
baby white popcorn from wabash farms pops nicely  has no meanacing hulls to get into your teeth  and is very tasty  what more could you ask from a popcorn i highly recommend this product  at least a four star ,confident
i love this organic peppermint tea  it is the best that i have found anywhere  the aroma is really nice and the flavor is great i combine it with green tea when i need a little energy  and drink it by itself after a meal ,confident
love this smoothie drink; body choice orange smoothie  16-ounce bottles  pack of 12   it keeps me feeling full for hours   i have now signed-up to have it delivered on a regular basis ,confident
rishi tea is great full flavor without ever being bitter or sour  this white tea is very gently flavored with citrus  does not taste like orange but just gives a nice hint of something special  it is good sweetened and unsweetened,confident
this trail mix tastes wonderful  i dont recommend it for small children though   i bought this for my kids that have food allergies   the pieces are way to small for small children   they have a hard time picking up the pieces ,confident
these bars are an excellent choice if you are trying to up your protein intake while watching your waistline   they are by far the best tasting when considering calories  fat  and protein content ,confident
loved them  how can i order them again at the same price  enjoyed them very much and shared them with my family   who  is also interested in purchasing the think thin  products ,confident
delicious  no artificial taste whatsoever   a brand name at a great price   save plenty   vs  buying small packages at the market   plus  i love the cherry gummi bears  and these are all cherry gummies ,confident
i love  love  love gummy cherries  i was so happy that i could order them online since they are very hard to find where i live  they were just delicious  soft and tangy down to the very last one ,confident
good quality because i have not found any rocks  dirt  sticks  bug parts  or metal  used powerful magnet   and i eat a lot raw and it taste fresh; for the price what could be better; will buy again ,confident
it is my first time to try black sesame seeds   price is good because it is organic  i am very happy about this purchase  i hope amazon will continue to carry this product ,confident
i was using early shield at first and he was just getting way to gassy and fussy so i switched to this formula and i am very pleased with the outcome  i found out if you search right you can find them cheaper on ebay ,confident
love these much better than wheat thins or any competitors   less salt   better crunch highly recommend these and they are a pretty healthy snack too  have not loved anything this much since candy,confident
this is by far the best jerky money can buy  reminds me when i was a child and my father would come home from work  he would always have this style jerky in his truck   i would always finish the bag ,confident
considering this is a calorie free  sugar free  etc free  it is great i am on the medi-fast diet so this products and the entire product line fits in perfectly  best feature; it tastes very good,confident
it looks  smells  feels  and tastes like peanut butter  but its safe for anyone allergic to peanuts or other nuts   you can find it in many supermarkets just look carefully through the gourmet organic peanut butter selections,confident
this is a great food  and my cats loved it   for 3 bags  after that  they simply refused to eat it anymore  i do not know why  looks like i am going to have to switch again ,confident
  length:: 3:35 mins   when i first reviewed this  i gave it four stars  i am a hesitant five-star giver   but having now used it for two weeks  it gets the fully approved 5-star love ,confident
these jumbo medjool dates are excellent  i love dates and tried many different kinds and brands from local stores and the internet  these are definitely the best  also  fast delivery  i received the dates withing 3 business days from order date ,confident
this is the highest quality spring roll rice paper i have ever used   super  highly suggested   they came totally unbroken and when soaked  are very very pliable without breaking open ,confident
my wife and i love garden rolls at our favorite thai restuarant  we were looking for the wraps so we could make our own  these were spot on  we are very happy with this product  would highly recommend,confident
wanted apricots to try making gluten free granola  while i would have preferred unsulphered apricots they are so nasty looking i did not think my family would eat them  everyone loves these  very good price too ,confident
very happy with this box of nice tea  our mom loved it we have enjoyed drinking some of the different flavors  i d definetely recommend it  it makes a great gift for tea lovers ,confident
crisp snack sheets offer a slightly spicy soy sauce type flavor that packs a large punch with few calories   try it if you like sushi or just need something new - you never know  nori just might have health benefits too,confident
we love this product as our son would eat half a box  when he was little over 1 yr  and would always eat it if offered  it was life saver when we were out and food choices were limited ,confident
i take these everyday and never had any of the unpleasant side effects of most of the energy shots out there like jitters or anxiety  these are the best i have found  i have trouble going a day without them :- ,confident
my daughter is five months old and we still use this item she sleeps so well and it really works well to keep her positioned correctly we love it and highly recommend it my niece who is seven weeks older than my daughter also loves and still uses hers,confident
these diapers are just as good as other brand names; but have the advantage of peace of mind in knowing there are no harmful chemicals touching your babys skin very comfortable i definitely recommend these diapers,confident
this cage was easy to put together the bird loves it and it is easy to keep clean the delivery company will only deliver to the end of driveway you need help getting it off the truck,confident
i loved that my daughter was able to personalize her piggy bank it is very tiny though she already had money and change saved up so when we out the money in there it was pretty full very sturdy has not proven yet,confident
been using these for my 11 year old dog for at least 4 years he is also on rimadyl and combined with curaflex 2 he seems to do really well they just give him that extra comfort for his arthritic joints,confident
i have made purchases from igourmet hundreds of times literally my experience with igourmet has been excellent i love their customer service your order will arrive in time and in brilliant condition go ahead and travel the culinary world from the comfort of your home,confident
love it love it love it i have very oily skin and this leaves my skin soft and clean used in combination withneutrogena oil-free acne wash cream cleanser 6 7-ounce my skin has never been clearer or felt better,confident
a very good supplement for dogs food tho i feed a very good food i feel that this just makes their intake more complete also seems to make a shiny dog coat glossy for a black dog being shown,confident
i throw it in with a frozen banana fruit ice and milk the result is super tasty it can keep me going for at least five hours and gives me both energy and increased focus i am looking forward to trying the chocolate flavor next time,confident
my grandma had gotten a couple in her trip to china and brought home over 10 boxes o o no idea how she carried them but very useful after a long typing session or any other time really helps after constant typing or writing,confident
i love this diaper pail you can use any type of garbage bag even a grocery store bag in a pinch we never have any problem with odor and it is really easy to use and empty i would recommend it to everyone,confident
wonderful product to use to make vegan matzo ball soup or just use as chikn broth this price is outrageous most good grocery stores carry this if not health food stores if they do not just ask them over $15 for eight ounces - they must be nuts,confident
i love to listen to my baby is heart beat and kicks every night before i go to bed &amp; in the morning before i get ready for the day i was able to hear at 28 weeks this is a fantastic product,confident
my then 14 mth old got this for christmas last year and has barely played with it he loves the balls but he loves any type of ball it is cute but is not very interesting,confident
great product i use this on the cages of exotic birds to clean everything off you spray it on and in a few minutes you just wipe it off make sure you let it dry completely before you put the birds back in the cages thank you,confident
my daughter loves this toy she plays with it quite often and she has learned a lot from it i just wish it had a volume control there is only one volume and it is so loud,confident
we have tried several different brands of diapers and these are by far the best our daughter has never had a rash while using pampers but anytime we try something different she ends up with one,confident
this is a delightful scent that i tried at a macy is counter and could not believe the compliments i received while wearing it found a good price on amazon and just love having this one on my dresser,confident
no the base does not come with this shaver but it does a great job; much better than my old 5500 series as far as being reconditioned who can tell it looks brand new which it probably is definitely worth the money,confident
i have 2 just got the 3rd three dogs three collars three no-puppy areas after trying everything i finally have living room dinning room and nice rug clean free of nasty surprises when receiving guests works fine just check batteries often,confident
i tried these before using sensor cartridges but found to be making many cuts on my face i would not say they are good or bad but it depends on skin condition of every person i would rather prefer gillite sensor cartridges,confident
i have been using pamelas for over 8 years you just cant go wrong with it great product i am also a celiac and can not eat any oats barley wheat or rye also for the 3-pack cant beat the price,confident
my grandsons ages 2 and 3 had a great time playing with them their parents did too they provided entertainment for the whole family they are easy to pick up and put away when the little ones are finished playing,confident
all the four or five stars comments led me to the wrong way how can so many people give irresponsible comments here i try to give you my honest opinion about this product let me reminder you with its material first,confident
easy and fun to use water easily spill out if filled in too much water and no bubble jet if not enough water kind of a stupid design this is my first foot spa and probably also my last,confident
my twins enjoy the princess print but pampers easy ups are a lot better at preventing leaks i would say that pull ps are good if you are kid is mostly potty trained and i definitely recommend pampers easy ups if your kid still has some learning to do,confident
i highly recommend this stethoscope it is lightweight has good sound quality and is soooo comfortable in your ears how many of us have tried other stethoscopes that feel more like torture devices not this one,confident
20 questions is awsomeyou just think of something and it asks you 20 questions about it most of the time it wins so if it doesn`t get it it will get 1 000 000 000 other things,confident
great packaging nice paperwork good product package arrived within time frame however there are some really speedy sellers out there even to send stuff down here to new zealand i have gotten stuff within a few days i will try this seller again,confident
these collars are cutter then words can say and full not skimpy like others that i have bought at holidays from pet stores both my girls wore these for birthday photos which i will share great item do not hesitate just get them,confident
whenever i go out wearing calandre people ask me what perfume i am wearing this perfume is so fresh and light while i do wear others at times i always come back to calandre i highly recommend it for people who just want to wear a subtle fragrance,confident
the drops seem to make my cats sneezing stop but only with continued use if he gets stressed out he begins sneezing again remember to use as directed and do not give up it can definitely help,confident
i originally bought this for my 6 year old but my 3 year old son loves it too he has been asking me lots of questions about the rain forest and planktin amazing how much they learn from playing this game,confident
this shampoo helped my hair from falling out after 1 wash and condition with tresemme vitamin b12 anti-breakagemy hair stopped shedding a great deal i will start taking vitamins to help with my problem as well its been over a month so i see a big difference try it,confident
love this invisable shield i think it really helps my dog paws put it on every time we walk which is every day i think it works great when its cold out plan to use it when the ground is hot a great protection for there paws,confident
we love garden of eatin chips our favorites varieties are hot dpicy blues and guacamole this brand is healthy and organic so you can enjoy the great taste without reservation i just wish amazon would stock more too often they are sold out,confident
honestly i have not found a better product but this is still a bit too moisturizing i alternate with mitchell tea tree which gives a really clean clean and leaves no residue this one leaves a residue that can cause bumps,confident
i got this darda set for my son this last christmas he loves it we have had a lot of fun playing with it together i will probably buy him more track and more cars in the future,confident
my 3 year-old became inexplicably obsessed with porcupines so i purchased this for her we both love it but i think i like it more than she does it is very cute and quite unusual as far as toys or puppets go folkmanis products are the best,confident
i chose this brand because of the price and free shipping availability delivery was as promised and in perfect condition i had had this brand before as well as many others it is not my favorite but ranks highly,confident
i love solgar products but this just tastes chemical-ly and bad i usually like vanilla too but this one is terrible i tried mixing it with so many things but it did not help the chocolate is much much better,confident
these blocks are wonderful my 2 year old loves them the wood is soft with nice edges they are nice and big so they are easy to handle and stack i got them on sale at amazon during christmas for 36 00 so they were a great price,confident
this is hands-down one of the best inventions ever created it is very healthy on your hair cutting down on damaging heat it is also super fast low maintenance and i just love it mine broke after many years and i immediately purchased a new one,confident
these flashcards are by far the best on the market i like that they not only include the important information for each state they also show on the map where each state is located they are also brightly colored and have a nice sturdy box,confident
they have helped a great deal i have learned if you have a particularly furry dog it is best to have them groomed prior to use otherwise some smart critters can get them off do not ask me how i may set up a camera to find out lol,confident
only kind of floss i like all the local stores quit carrying it so i found it on amazon great deal larger size container and better price now just hope they do not quit having it,confident
my son loved this leapster game he is a huge nascar fan and had a great time playing it as far as educational value it is probably as good as it gets when you need to also keep the kids wanting to play the game,confident
bought this toddler seat to go with a new flexflier swing set seat is easy to get 1 year old in and out of child is very secure no possibility of child falling out of seat highly recommend this seat,confident
i love this brush i just use it for my decanter only and it works great the flexible head unscrews to reach all the way around the decanter bottom and works perfectly build quality is very good,confident
i read other people reviews before i made my choice for my newborn baby girl the best buy she loves it and all my family loves this product because we can do something while she is so comfortable there,confident
product delivered within 5 business days delivery driver even placed very heavy box in my backyard set up easy for 2 reasonably capable people used impact driver which helped using as an indoor cat condo plenty of room and easy access for me,confident
my son andrew got this puzzle for his birthday he loves this puzzle so much he takes it apart and puts it together over and over these kind of puzzles are great for his age it helps him with his motor skills,confident
i have used this product twice a year now for about 5 years and beleive it really helps tune up your digestive system prices vary greatly so shop around the retail is about $30 but you can be found for under $20,confident
it is a high quality product easy to assemble and easy to install in the car met my expectations 100%also my daughter loves it and always feel comfortable and safe traveling in the boostergraco products also have very good acceptance,confident
a good assortment of parts for someone just beginning in electronics a student experimenter or anyone just starting out in ham radio could be useful for someone building advanced science fair projects elenco also offers several kits for beginners,confident
the schneider topball 850 writes smoothly crisp line ink dries rapidly - no smudging pen cap snaps securely ontobarrell - no concerns about coming lose in pocket with resultantink damage well balanced polished silver barrel clean lines medium weight pen - well recommended,confident
rc power sweeperour family enjoys the wonderful creative playtime rokenbok construction sets offer it really gets the kids heads out of the video games this power sweeper runs over and swoops up all the construction set balls it is super fun at clean-up time,confident
my daughter got this toy when she was six months old and she loved to watch the monkey the problem was it broke after two weeks of gentle use i am not sure she would have liked it once she was more mobile anyway,confident
i purchased the biosilk silk therapy with my chi flat iron this product is great a little goes a long way - just use a dime-sized amount my hair feels silky but *not* gunky 5 stars,confident
i love this vitamin powder it takes about a week to start showing benefits i feel so much better having used it for about 3 months i mix it with orange juice each morning great stuff,confident
it is so cooli love it my baby brother also loves it and he is only 4 years old it is not loud hard and will not dent cars or break the glassall kids no matter what the age will love it,confident
my friends and i will occasionally get together for a game night this is a fun strategy game to play which takes thought and patience this game usually takes us 2-3 hours to play with 6 players but is fun,confident
i got the exersaucer for my 9 month old daughter she loved it and enjoyed being on it for upto 30 mins this was definitely a good buy and worth the money that i have spend on it i would recommend this product,confident
its a great sign to have above your desk toolbox or whatever your profession is it actually really helps with morale because every time i look at it it always gets a chuckle out of me great product,confident
i wanted an easy way to give my baby a bath without buying a huge baby tub and worrying about storing it when it is not in use this sling is great and folds up for easy storage its mesh body also dries fast,confident
my niece loved this as a christmas gift she wants to be an artist like i am so this was perfect she is a very talented budding artist as well this will give her a good idea of how paintings are created with a little help,confident
this is by far my favorite facial cleanser i wish it was not quite so pricey but it works great i will continue to buy it until i find something that works this well for a better price,confident
these bells are great to keep parents involved with their children our grandaughter her parents and aunt spent thanksgiving afternoon playing songs using the color coded guide that comes with the bell set the tones are appealing rather than annoying,confident
hello i am very happy with this straightening iron i totally avoid going to the saloon just to get my hair looks awesome i have had this for almost a year by now i recommend it 100%,confident
terrific toy fosters pretend play very educational but extremely fun too great aid in teaching animals and animal sounds excellent wooden construction very sturdy big enough for small children also both my 9 month old and my 2 year old love these toys,confident
tuscany is ok it is musky if you like that probably for day time wear smells a bit like joop but less exotic i prefer sweeter stuff like le male or cool refreshing fragrances like aqua di gio,confident
i think younger kids would learn numbers from numbers on the dice also i think they culd have had different movers such as gary misty brock or even professor oak i would still love this for christmas though,confident
these energizer alkaline batteries are good for my digital camera and remote control needs we took advantage of an amazon gold box sale to stock up aa and aaa packs which should last us a good long time i also like these are mercury free recommendedcfh,confident
recently purchased this brush through amazon after trying it out at the errol douglas salon it is an amazing brush that grips your hair with little effort makes my hair look shiny and although expensive i can not recommend it highly enough,confident
